day,weekday,month,is_hoilday,weather,mean_temp,y,section,hour
2020-07-12,7,7,1,多云,26,18,Sta3-Sta25,7
2020-07-13,1,7,0,阵雨,26,24,Sta3-Sta25,7
2020-07-14,2,7,0,小雨,27,31,Sta3-Sta25,7
2020-07-15,3,7,0,大雨,25,28,Sta3-Sta25,7
2020-07-16,4,7,0,阵雨,25,25,Sta3-Sta25,7
2020-07-17,5,7,0,阴,28,0,Sta3-Sta25,7
2020-07-18,6,7,1,阵雨,27,0,Sta3-Sta25,7
2020-07-19,7,7,1,多云,27,0,Sta3-Sta25,7
2020-07-20,1,7,0,阴,24,0,Sta3-Sta25,7
2020-07-21,2,7,0,阵雨,22,0,Sta3-Sta25,7
2020-07-22,3,7,0,阵雨,25,0,Sta3-Sta25,7
2020-07-23,4,7,0,阵雨,26,0,Sta3-Sta25,7
2020-05-01,5,5,1,多云,24,12,Sta25-Sta146,7
2020-05-02,6,5,1,晴,26,10,Sta25-Sta146,7
2020-05-03,7,5,1,多云,27,14,Sta25-Sta146,7
2020-05-04,1,5,1,多云,26,13,Sta25-Sta146,7
2020-05-05,2,5,0,多云,26,10,Sta25-Sta146,7
2020-05-06,3,5,0,多云,25,24,Sta25-Sta146,7
2020-05-07,4,5,0,中雨,23,23,Sta25-Sta146,7
2020-05-08,5,5,0,阴,21,22,Sta25-Sta146,7
2020-05-09,6,5,1,多云,19,24,Sta25-Sta146,7
2020-05-10,7,5,1,多云,22,9,Sta25-Sta146,7
2020-05-11,1,5,0,多云,21,23,Sta25-Sta146,7
2020-05-12,2,5,0,阴,20,17,Sta25-Sta146,7
2020-05-13,3,5,0,多云,20,21,Sta25-Sta146,7
2020-05-14,4,5,0,多云,22,19,Sta25-Sta146,7
2020-05-15,5,5,0,多云,24,18,Sta25-Sta146,7
2020-05-16,6,5,1,多云,25,12,Sta25-Sta146,7
2020-05-17,7,5,1,晴,27,11,Sta25-Sta146,7
2020-05-18,1,5,0,多云,27,28,Sta25-Sta146,7
2020-05-19,2,5,0,多云,25,22,Sta25-Sta146,7
2020-05-20,3,5,0,多云,24,20,Sta25-Sta146,7
2020-05-21,4,5,0,小雨,22,28,Sta25-Sta146,7
2020-05-22,5,5,0,阴,25,22,Sta25-Sta146,7
2020-05-23,6,5,1,多云,25,19,Sta25-Sta146,7
2020-05-24,7,5,1,小雨,18,9,Sta25-Sta146,7
2020-05-25,1,5,0,阴,21,20,Sta25-Sta146,7
2020-05-26,2,5,0,阴,21,21,Sta25-Sta146,7
2020-05-27,3,5,0,阴,19,16,Sta25-Sta146,7
2020-05-28,4,5,0,多云,20,26,Sta25-Sta146,7
2020-05-29,5,5,0,晴,23,27,Sta25-Sta146,7
2020-05-30,6,5,1,多云,24,18,Sta25-Sta146,7
2020-05-31,7,5,1,多云,25,13,Sta25-Sta146,7
2020-06-01,1,6,0,阵雨,23,30,Sta25-Sta146,7
2020-06-02,2,6,0,多云,21,24,Sta25-Sta146,7
2020-06-03,3,6,0,多云,23,27,Sta25-Sta146,7
2020-06-04,4,6,0,多云,24,22,Sta25-Sta146,7
2020-06-05,5,6,0,多云,27,26,Sta25-Sta146,7
2020-06-06,6,6,1,阴,25,16,Sta25-Sta146,7
2020-06-07,7,6,1,阵雨,25,15,Sta25-Sta146,7
2020-06-08,1,6,1,阵雨,22,28,Sta25-Sta146,7
2020-06-09,2,6,1,多云,25,28,Sta25-Sta146,7
2020-06-10,3,6,0,多云,24,26,Sta25-Sta146,7
2020-06-11,4,6,0,阴,25,23,Sta25-Sta146,7
2020-06-12,5,6,0,阴,27,30,Sta25-Sta146,7
2020-06-13,6,6,1,阵雨,27,16,Sta25-Sta146,7
2020-06-14,7,6,1,多云,27,14,Sta25-Sta146,7
2020-06-15,1,6,0,多云,26,31,Sta25-Sta146,7
2020-06-16,2,6,0,小雨,24,24,Sta25-Sta146,7
2020-06-17,3,6,0,小雨,24,35,Sta25-Sta146,7
2020-06-18,4,6,0,多云,26,27,Sta25-Sta146,7
2020-06-19,5,6,0,多云,25,28,Sta25-Sta146,7
2020-06-20,6,6,1,阵雨,24,13,Sta25-Sta146,7
2020-06-21,7,6,1,阵雨,24,10,Sta25-Sta146,7
2020-06-22,1,6,0,阵雨,25,31,Sta25-Sta146,7
2020-06-23,2,6,0,阵雨,26,28,Sta25-Sta146,7
2020-06-24,3,6,0,晴,28,28,Sta25-Sta146,7
2020-06-25,4,6,0,多云,28,18,Sta25-Sta146,7
2020-06-26,5,6,0,阵雨,25,12,Sta25-Sta146,7
2020-06-27,6,6,1,阵雨,25,6,Sta25-Sta146,7
2020-06-28,7,6,1,阴,27,35,Sta25-Sta146,7
2020-06-29,1,6,0,多云,27,25,Sta25-Sta146,7
2020-06-30,2,6,0,多云,28,24,Sta25-Sta146,7
2020-07-01,3,7,0,暴雨,24,7,Sta25-Sta146,7
2020-07-02,4,7,0,多云,27,15,Sta25-Sta146,7
2020-07-03,5,7,0,多云,27,17,Sta25-Sta146,7
2020-07-04,6,7,1,阵雨,25,16,Sta25-Sta146,7
2020-07-05,7,7,1,阴,26,10,Sta25-Sta146,7
2020-07-06,1,7,0,阴,26,22,Sta25-Sta146,7
2020-07-07,2,7,0,多云,28,16,Sta25-Sta146,7
2020-07-08,3,7,0,阵雨,28,20,Sta25-Sta146,7
2020-07-09,4,7,0,阵雨,27,21,Sta25-Sta146,7
2020-07-10,5,7,0,阵雨,23,21,Sta25-Sta146,7
2020-07-11,6,7,1,阴,25,20,Sta25-Sta146,7
2020-07-12,7,7,1,多云,26,22,Sta25-Sta146,7
2020-07-13,1,7,0,阵雨,26,28,Sta25-Sta146,7
2020-07-14,2,7,0,小雨,27,32,Sta25-Sta146,7
2020-07-15,3,7,0,大雨,25,23,Sta25-Sta146,7
2020-07-16,4,7,0,阵雨,25,22,Sta25-Sta146,7
2020-07-17,5,7,0,阴,28,0,Sta25-Sta146,7
2020-07-18,6,7,1,阵雨,27,0,Sta25-Sta146,7
2020-07-19,7,7,1,多云,27,0,Sta25-Sta146,7
2020-07-20,1,7,0,阴,24,0,Sta25-Sta146,7
2020-07-21,2,7,0,阵雨,22,0,Sta25-Sta146,7
2020-07-22,3,7,0,阵雨,25,0,Sta25-Sta146,7
2020-07-23,4,7,0,阵雨,26,0,Sta25-Sta146,7
2020-05-01,5,5,1,多云,24,11,Sta146-Sta130,7
2020-05-02,6,5,1,晴,26,12,Sta146-Sta130,7
2020-05-03,7,5,1,多云,27,14,Sta146-Sta130,7
2020-05-04,1,5,1,多云,26,14,Sta146-Sta130,7
2020-05-05,2,5,0,多云,26,8,Sta146-Sta130,7
2020-05-06,3,5,0,多云,25,19,Sta146-Sta130,7
2020-05-07,4,5,0,中雨,23,21,Sta146-Sta130,7
2020-05-08,5,5,0,阴,21,28,Sta146-Sta130,7
2020-05-09,6,5,1,多云,19,27,Sta146-Sta130,7
2020-05-10,7,5,1,多云,22,10,Sta146-Sta130,7
2020-05-11,1,5,0,多云,21,25,Sta146-Sta130,7
2020-05-12,2,5,0,阴,20,15,Sta146-Sta130,7
2020-05-13,3,5,0,多云,20,23,Sta146-Sta130,7
2020-05-14,4,5,0,多云,22,21,Sta146-Sta130,7
2020-05-15,5,5,0,多云,24,19,Sta146-Sta130,7
2020-05-16,6,5,1,多云,25,10,Sta146-Sta130,7
2020-05-17,7,5,1,晴,27,9,Sta146-Sta130,7
2020-05-18,1,5,0,多云,27,28,Sta146-Sta130,7
2020-05-19,2,5,0,多云,25,20,Sta146-Sta130,7
2020-05-20,3,5,0,多云,24,24,Sta146-Sta130,7
2020-05-21,4,5,0,小雨,22,28,Sta146-Sta130,7
2020-05-22,5,5,0,阴,25,23,Sta146-Sta130,7
2020-05-23,6,5,1,多云,25,17,Sta146-Sta130,7
2020-05-24,7,5,1,小雨,18,8,Sta146-Sta130,7
2020-05-25,1,5,0,阴,21,23,Sta146-Sta130,7
2020-05-26,2,5,0,阴,21,29,Sta146-Sta130,7
2020-05-27,3,5,0,阴,19,26,Sta146-Sta130,7
2020-05-28,4,5,0,多云,20,30,Sta146-Sta130,7
2020-05-29,5,5,0,晴,23,38,Sta146-Sta130,7
2020-05-30,6,5,1,多云,24,23,Sta146-Sta130,7
2020-05-31,7,5,1,多云,25,14,Sta146-Sta130,7
2020-06-01,1,6,0,阵雨,23,32,Sta146-Sta130,7
2020-06-02,2,6,0,多云,21,29,Sta146-Sta130,7
2020-06-03,3,6,0,多云,23,36,Sta146-Sta130,7
2020-06-04,4,6,0,多云,24,29,Sta146-Sta130,7
2020-06-05,5,6,0,多云,27,35,Sta146-Sta130,7
2020-06-06,6,6,1,阴,25,19,Sta146-Sta130,7
2020-06-07,7,6,1,阵雨,25,16,Sta146-Sta130,7
2020-06-08,1,6,1,阵雨,22,35,Sta146-Sta130,7
2020-06-09,2,6,1,多云,25,37,Sta146-Sta130,7
2020-06-10,3,6,0,多云,24,29,Sta146-Sta130,7
2020-06-11,4,6,0,阴,25,27,Sta146-Sta130,7
2020-06-12,5,6,0,阴,27,37,Sta146-Sta130,7
2020-06-13,6,6,1,阵雨,27,27,Sta146-Sta130,7
2020-06-14,7,6,1,多云,27,18,Sta146-Sta130,7
2020-06-15,1,6,0,多云,26,42,Sta146-Sta130,7
2020-06-16,2,6,0,小雨,24,30,Sta146-Sta130,7
2020-06-17,3,6,0,小雨,24,36,Sta146-Sta130,7
2020-06-18,4,6,0,多云,26,35,Sta146-Sta130,7
2020-06-19,5,6,0,多云,25,34,Sta146-Sta130,7
2020-06-20,6,6,1,阵雨,24,18,Sta146-Sta130,7
2020-06-21,7,6,1,阵雨,24,18,Sta146-Sta130,7
2020-06-22,1,6,0,阵雨,25,34,Sta146-Sta130,7
2020-06-23,2,6,0,阵雨,26,38,Sta146-Sta130,7
2020-06-24,3,6,0,晴,28,35,Sta146-Sta130,7
2020-06-25,4,6,0,多云,28,25,Sta146-Sta130,7
2020-06-26,5,6,0,阵雨,25,18,Sta146-Sta130,7
2020-06-27,6,6,1,阵雨,25,8,Sta146-Sta130,7
2020-06-28,7,6,1,阴,27,40,Sta146-Sta130,7
2020-06-29,1,6,0,多云,27,32,Sta146-Sta130,7
2020-06-30,2,6,0,多云,28,27,Sta146-Sta130,7
2020-07-01,3,7,0,暴雨,24,10,Sta146-Sta130,7
2020-07-02,4,7,0,多云,27,20,Sta146-Sta130,7
2020-07-03,5,7,0,多云,27,26,Sta146-Sta130,7
2020-07-04,6,7,1,阵雨,25,18,Sta146-Sta130,7
2020-07-05,7,7,1,阴,26,13,Sta146-Sta130,7
2020-07-06,1,7,0,阴,26,26,Sta146-Sta130,7
2020-07-07,2,7,0,多云,28,21,Sta146-Sta130,7
2020-07-08,3,7,0,阵雨,28,29,Sta146-Sta130,7
2020-07-09,4,7,0,阵雨,27,24,Sta146-Sta130,7
2020-07-10,5,7,0,阵雨,23,30,Sta146-Sta130,7
2020-07-11,6,7,1,阴,25,23,Sta146-Sta130,7
2020-07-12,7,7,1,多云,26,22,Sta146-Sta130,7
2020-07-13,1,7,0,阵雨,26,30,Sta146-Sta130,7
2020-07-14,2,7,0,小雨,27,39,Sta146-Sta130,7
2020-07-15,3,7,0,大雨,25,29,Sta146-Sta130,7
2020-07-16,4,7,0,阵雨,25,27,Sta146-Sta130,7
2020-07-17,5,7,0,阴,28,0,Sta146-Sta130,7
2020-07-18,6,7,1,阵雨,27,0,Sta146-Sta130,7
2020-07-19,7,7,1,多云,27,0,Sta146-Sta130,7
2020-07-20,1,7,0,阴,24,0,Sta146-Sta130,7
2020-07-21,2,7,0,阵雨,22,0,Sta146-Sta130,7
2020-07-22,3,7,0,阵雨,25,0,Sta146-Sta130,7
2020-07-23,4,7,0,阵雨,26,0,Sta146-Sta130,7
2020-05-01,5,5,1,多云,24,15,Sta130-Sta120,7
2020-05-02,6,5,1,晴,26,12,Sta130-Sta120,7
2020-05-03,7,5,1,多云,27,14,Sta130-Sta120,7
2020-05-04,1,5,1,多云,26,13,Sta130-Sta120,7
2020-05-05,2,5,0,多云,26,9,Sta130-Sta120,7
2020-05-06,3,5,0,多云,25,19,Sta130-Sta120,7
2020-05-07,4,5,0,中雨,23,17,Sta130-Sta120,7
2020-05-08,5,5,0,阴,21,13,Sta130-Sta120,7
2020-05-09,6,5,1,多云,19,20,Sta130-Sta120,7
2020-05-10,7,5,1,多云,22,10,Sta130-Sta120,7
2020-05-11,1,5,0,多云,21,15,Sta130-Sta120,7
2020-05-12,2,5,0,阴,20,15,Sta130-Sta120,7
2020-05-13,3,5,0,多云,20,21,Sta130-Sta120,7
2020-05-14,4,5,0,多云,22,15,Sta130-Sta120,7
2020-05-15,5,5,0,多云,24,24,Sta130-Sta120,7
2020-05-16,6,5,1,多云,25,11,Sta130-Sta120,7
2020-05-17,7,5,1,晴,27,10,Sta130-Sta120,7
2020-05-18,1,5,0,多云,27,24,Sta130-Sta120,7
2020-05-19,2,5,0,多云,25,19,Sta130-Sta120,7
2020-05-20,3,5,0,多云,24,22,Sta130-Sta120,7
2020-05-21,4,5,0,小雨,22,23,Sta130-Sta120,7
2020-05-22,5,5,0,阴,25,15,Sta130-Sta120,7
2020-05-23,6,5,1,多云,25,22,Sta130-Sta120,7
2020-05-24,7,5,1,小雨,18,11,Sta130-Sta120,7
2020-05-25,1,5,0,阴,21,17,Sta130-Sta120,7
2020-05-26,2,5,0,阴,21,23,Sta130-Sta120,7
2020-05-27,3,5,0,阴,19,15,Sta130-Sta120,7
2020-05-28,4,5,0,多云,20,29,Sta130-Sta120,7
2020-05-29,5,5,0,晴,23,25,Sta130-Sta120,7
2020-05-30,6,5,1,多云,24,22,Sta130-Sta120,7
2020-05-31,7,5,1,多云,25,13,Sta130-Sta120,7
2020-06-01,1,6,0,阵雨,23,29,Sta130-Sta120,7
2020-06-02,2,6,0,多云,21,23,Sta130-Sta120,7
2020-06-03,3,6,0,多云,23,25,Sta130-Sta120,7
2020-06-04,4,6,0,多云,24,23,Sta130-Sta120,7
2020-06-05,5,6,0,多云,27,16,Sta130-Sta120,7
2020-06-06,6,6,1,阴,25,12,Sta130-Sta120,7
2020-06-07,7,6,1,阵雨,25,8,Sta130-Sta120,7
2020-06-08,1,6,1,阵雨,22,16,Sta130-Sta120,7
2020-06-09,2,6,1,多云,25,12,Sta130-Sta120,7
2020-06-10,3,6,0,多云,24,20,Sta130-Sta120,7
2020-06-11,4,6,0,阴,25,20,Sta130-Sta120,7
2020-06-12,5,6,0,阴,27,24,Sta130-Sta120,7
2020-06-13,6,6,1,阵雨,27,20,Sta130-Sta120,7
2020-06-14,7,6,1,多云,27,14,Sta130-Sta120,7
2020-06-15,1,6,0,多云,26,35,Sta130-Sta120,7
2020-06-16,2,6,0,小雨,24,30,Sta130-Sta120,7
2020-06-17,3,6,0,小雨,24,25,Sta130-Sta120,7
2020-06-18,4,6,0,多云,26,34,Sta130-Sta120,7
2020-06-19,5,6,0,多云,25,34,Sta130-Sta120,7
2020-06-20,6,6,1,阵雨,24,16,Sta130-Sta120,7
2020-06-21,7,6,1,阵雨,24,17,Sta130-Sta120,7
2020-06-22,1,6,0,阵雨,25,24,Sta130-Sta120,7
2020-06-23,2,6,0,阵雨,26,31,Sta130-Sta120,7
2020-06-24,3,6,0,晴,28,25,Sta130-Sta120,7
2020-06-25,4,6,0,多云,28,16,Sta130-Sta120,7
2020-06-26,5,6,0,阵雨,25,12,Sta130-Sta120,7
2020-06-27,6,6,1,阵雨,25,9,Sta130-Sta120,7
2020-06-28,7,6,1,阴,27,24,Sta130-Sta120,7
2020-06-29,1,6,0,多云,27,22,Sta130-Sta120,7
2020-06-30,2,6,0,多云,28,16,Sta130-Sta120,7
2020-07-01,3,7,0,暴雨,24,12,Sta130-Sta120,7
2020-07-02,4,7,0,多云,27,19,Sta130-Sta120,7
2020-07-03,5,7,0,多云,27,17,Sta130-Sta120,7
2020-07-04,6,7,1,阵雨,25,15,Sta130-Sta120,7
2020-07-05,7,7,1,阴,26,10,Sta130-Sta120,7
2020-07-06,1,7,0,阴,26,20,Sta130-Sta120,7
2020-07-07,2,7,0,多云,28,24,Sta130-Sta120,7
2020-07-08,3,7,0,阵雨,28,22,Sta130-Sta120,7
2020-07-09,4,7,0,阵雨,27,28,Sta130-Sta120,7
2020-07-10,5,7,0,阵雨,23,25,Sta130-Sta120,7
2020-07-11,6,7,1,阴,25,12,Sta130-Sta120,7
2020-07-12,7,7,1,多云,26,7,Sta130-Sta120,7
2020-07-13,1,7,0,阵雨,26,25,Sta130-Sta120,7
2020-07-14,2,7,0,小雨,27,30,Sta130-Sta120,7
2020-07-15,3,7,0,大雨,25,28,Sta130-Sta120,7
2020-07-16,4,7,0,阵雨,25,27,Sta130-Sta120,7
2020-07-17,5,7,0,阴,28,0,Sta130-Sta120,7
2020-07-18,6,7,1,阵雨,27,0,Sta130-Sta120,7
2020-07-19,7,7,1,多云,27,0,Sta130-Sta120,7
2020-07-20,1,7,0,阴,24,0,Sta130-Sta120,7
2020-07-21,2,7,0,阵雨,22,0,Sta130-Sta120,7
2020-07-22,3,7,0,阵雨,25,0,Sta130-Sta120,7
2020-07-23,4,7,0,阵雨,26,0,Sta130-Sta120,7
2020-05-01,5,5,1,多云,24,9,Sta120-Sta82,7
2020-05-02,6,5,1,晴,26,9,Sta120-Sta82,7
2020-05-03,7,5,1,多云,27,11,Sta120-Sta82,7
2020-05-04,1,5,1,多云,26,10,Sta120-Sta82,7
2020-05-05,2,5,0,多云,26,7,Sta120-Sta82,7
2020-05-06,3,5,0,多云,25,4,Sta120-Sta82,7
2020-05-07,4,5,0,中雨,23,6,Sta120-Sta82,7
2020-05-08,5,5,0,阴,21,3,Sta120-Sta82,7
2020-05-09,6,5,1,多云,19,7,Sta120-Sta82,7
2020-05-10,7,5,1,多云,22,6,Sta120-Sta82,7
2020-05-11,1,5,0,多云,21,5,Sta120-Sta82,7
2020-05-12,2,5,0,阴,20,7,Sta120-Sta82,7
2020-05-13,3,5,0,多云,20,9,Sta120-Sta82,7
2020-05-14,4,5,0,多云,22,11,Sta120-Sta82,7
2020-05-15,5,5,0,多云,24,12,Sta120-Sta82,7
2020-05-16,6,5,1,多云,25,5,Sta120-Sta82,7
2020-05-17,7,5,1,晴,27,7,Sta120-Sta82,7
2020-05-18,1,5,0,多云,27,9,Sta120-Sta82,7
2020-05-19,2,5,0,多云,25,9,Sta120-Sta82,7
2020-05-20,3,5,0,多云,24,13,Sta120-Sta82,7
2020-05-21,4,5,0,小雨,22,12,Sta120-Sta82,7
2020-05-22,5,5,0,阴,25,8,Sta120-Sta82,7
2020-05-23,6,5,1,多云,25,13,Sta120-Sta82,7
2020-05-24,7,5,1,小雨,18,11,Sta120-Sta82,7
2020-05-25,1,5,0,阴,21,6,Sta120-Sta82,7
2020-05-26,2,5,0,阴,21,11,Sta120-Sta82,7
2020-05-27,3,5,0,阴,19,8,Sta120-Sta82,7
2020-05-28,4,5,0,多云,20,14,Sta120-Sta82,7
2020-05-29,5,5,0,晴,23,9,Sta120-Sta82,7
2020-05-30,6,5,1,多云,24,11,Sta120-Sta82,7
2020-05-31,7,5,1,多云,25,6,Sta120-Sta82,7
2020-06-01,1,6,0,阵雨,23,12,Sta120-Sta82,7
2020-06-02,2,6,0,多云,21,8,Sta120-Sta82,7
2020-06-03,3,6,0,多云,23,11,Sta120-Sta82,7
2020-06-04,4,6,0,多云,24,13,Sta120-Sta82,7
2020-06-05,5,6,0,多云,27,11,Sta120-Sta82,7
2020-06-06,6,6,1,阴,25,10,Sta120-Sta82,7
2020-06-07,7,6,1,阵雨,25,7,Sta120-Sta82,7
2020-06-08,1,6,1,阵雨,22,11,Sta120-Sta82,7
2020-06-09,2,6,1,多云,25,10,Sta120-Sta82,7
2020-06-10,3,6,0,多云,24,15,Sta120-Sta82,7
2020-06-11,4,6,0,阴,25,12,Sta120-Sta82,7
2020-06-12,5,6,0,阴,27,19,Sta120-Sta82,7
2020-06-13,6,6,1,阵雨,27,15,Sta120-Sta82,7
2020-06-14,7,6,1,多云,27,12,Sta120-Sta82,7
2020-06-15,1,6,0,多云,26,20,Sta120-Sta82,7
2020-06-16,2,6,0,小雨,24,21,Sta120-Sta82,7
2020-06-17,3,6,0,小雨,24,16,Sta120-Sta82,7
2020-06-18,4,6,0,多云,26,25,Sta120-Sta82,7
2020-06-19,5,6,0,多云,25,24,Sta120-Sta82,7
2020-06-20,6,6,1,阵雨,24,8,Sta120-Sta82,7
2020-06-21,7,6,1,阵雨,24,10,Sta120-Sta82,7
2020-06-22,1,6,0,阵雨,25,11,Sta120-Sta82,7
2020-06-23,2,6,0,阵雨,26,15,Sta120-Sta82,7
2020-06-24,3,6,0,晴,28,11,Sta120-Sta82,7
2020-06-25,4,6,0,多云,28,14,Sta120-Sta82,7
2020-06-26,5,6,0,阵雨,25,10,Sta120-Sta82,7
2020-06-27,6,6,1,阵雨,25,5,Sta120-Sta82,7
2020-06-28,7,6,1,阴,27,11,Sta120-Sta82,7
2020-06-29,1,6,0,多云,27,7,Sta120-Sta82,7
2020-06-30,2,6,0,多云,28,6,Sta120-Sta82,7
2020-07-01,3,7,0,暴雨,24,0,Sta120-Sta82,7
2020-07-02,4,7,0,多云,27,7,Sta120-Sta82,7
2020-07-03,5,7,0,多云,27,9,Sta120-Sta82,7
2020-07-04,6,7,1,阵雨,25,9,Sta120-Sta82,7
2020-07-05,7,7,1,阴,26,6,Sta120-Sta82,7
2020-07-06,1,7,0,阴,26,8,Sta120-Sta82,7
2020-07-07,2,7,0,多云,28,10,Sta120-Sta82,7
2020-07-08,3,7,0,阵雨,28,10,Sta120-Sta82,7
2020-07-09,4,7,0,阵雨,27,17,Sta120-Sta82,7
2020-07-10,5,7,0,阵雨,23,18,Sta120-Sta82,7
2020-07-11,6,7,1,阴,25,7,Sta120-Sta82,7
2020-07-12,7,7,1,多云,26,4,Sta120-Sta82,7
2020-07-13,1,7,0,阵雨,26,12,Sta120-Sta82,7
2020-07-14,2,7,0,小雨,27,17,Sta120-Sta82,7
2020-07-15,3,7,0,大雨,25,16,Sta120-Sta82,7
2020-07-16,4,7,0,阵雨,25,15,Sta120-Sta82,7
2020-07-17,5,7,0,阴,28,0,Sta120-Sta82,7
2020-07-18,6,7,1,阵雨,27,0,Sta120-Sta82,7
2020-07-19,7,7,1,多云,27,0,Sta120-Sta82,7
2020-07-20,1,7,0,阴,24,0,Sta120-Sta82,7
2020-07-21,2,7,0,阵雨,22,0,Sta120-Sta82,7
2020-07-22,3,7,0,阵雨,25,0,Sta120-Sta82,7
2020-07-23,4,7,0,阵雨,26,0,Sta120-Sta82,7
2020-05-01,5,5,1,多云,24,2,Sta82-Sta164,7
2020-05-02,6,5,1,晴,26,3,Sta82-Sta164,7
2020-05-03,7,5,1,多云,27,4,Sta82-Sta164,7
2020-05-04,1,5,1,多云,26,4,Sta82-Sta164,7
2020-05-05,2,5,0,多云,26,5,Sta82-Sta164,7
2020-05-06,3,5,0,多云,25,3,Sta82-Sta164,7
2020-05-07,4,5,0,中雨,23,4,Sta82-Sta164,7
2020-05-08,5,5,0,阴,21,4,Sta82-Sta164,7
2020-05-09,6,5,1,多云,19,4,Sta82-Sta164,7
2020-05-10,7,5,1,多云,22,3,Sta82-Sta164,7
2020-05-11,1,5,0,多云,21,4,Sta82-Sta164,7
2020-05-12,2,5,0,阴,20,5,Sta82-Sta164,7
2020-05-13,3,5,0,多云,20,9,Sta82-Sta164,7
2020-05-14,4,5,0,多云,22,9,Sta82-Sta164,7
2020-05-15,5,5,0,多云,24,10,Sta82-Sta164,7
2020-05-16,6,5,1,多云,25,5,Sta82-Sta164,7
2020-05-17,7,5,1,晴,27,4,Sta82-Sta164,7
2020-05-18,1,5,0,多云,27,6,Sta82-Sta164,7
2020-05-19,2,5,0,多云,25,5,Sta82-Sta164,7
2020-05-20,3,5,0,多云,24,6,Sta82-Sta164,7
2020-05-21,4,5,0,小雨,22,5,Sta82-Sta164,7
2020-05-22,5,5,0,阴,25,5,Sta82-Sta164,7
2020-05-23,6,5,1,多云,25,4,Sta82-Sta164,7
2020-05-24,7,5,1,小雨,18,5,Sta82-Sta164,7
2020-05-25,1,5,0,阴,21,4,Sta82-Sta164,7
2020-05-26,2,5,0,阴,21,7,Sta82-Sta164,7
2020-05-27,3,5,0,阴,19,7,Sta82-Sta164,7
2020-05-28,4,5,0,多云,20,10,Sta82-Sta164,7
2020-05-29,5,5,0,晴,23,9,Sta82-Sta164,7
2020-05-30,6,5,1,多云,24,5,Sta82-Sta164,7
2020-05-31,7,5,1,多云,25,4,Sta82-Sta164,7
2020-06-01,1,6,0,阵雨,23,7,Sta82-Sta164,7
2020-06-02,2,6,0,多云,21,8,Sta82-Sta164,7
2020-06-03,3,6,0,多云,23,5,Sta82-Sta164,7
2020-06-04,4,6,0,多云,24,6,Sta82-Sta164,7
2020-06-05,5,6,0,多云,27,6,Sta82-Sta164,7
2020-06-06,6,6,1,阴,25,8,Sta82-Sta164,7
2020-06-07,7,6,1,阵雨,25,7,Sta82-Sta164,7
2020-06-08,1,6,1,阵雨,22,6,Sta82-Sta164,7
2020-06-09,2,6,1,多云,25,7,Sta82-Sta164,7
2020-06-10,3,6,0,多云,24,10,Sta82-Sta164,7
2020-06-11,4,6,0,阴,25,7,Sta82-Sta164,7
2020-06-12,5,6,0,阴,27,13,Sta82-Sta164,7
2020-06-13,6,6,1,阵雨,27,9,Sta82-Sta164,7
2020-06-14,7,6,1,多云,27,10,Sta82-Sta164,7
2020-06-15,1,6,0,多云,26,16,Sta82-Sta164,7
2020-06-16,2,6,0,小雨,24,13,Sta82-Sta164,7
2020-06-17,3,6,0,小雨,24,11,Sta82-Sta164,7
2020-06-18,4,6,0,多云,26,14,Sta82-Sta164,7
2020-06-19,5,6,0,多云,25,12,Sta82-Sta164,7
2020-06-20,6,6,1,阵雨,24,8,Sta82-Sta164,7
2020-06-21,7,6,1,阵雨,24,8,Sta82-Sta164,7
2020-06-22,1,6,0,阵雨,25,5,Sta82-Sta164,7
2020-06-23,2,6,0,阵雨,26,10,Sta82-Sta164,7
2020-06-24,3,6,0,晴,28,6,Sta82-Sta164,7
2020-06-25,4,6,0,多云,28,1,Sta82-Sta164,7
2020-06-26,5,6,0,阵雨,25,2,Sta82-Sta164,7
2020-06-27,6,6,1,阵雨,25,5,Sta82-Sta164,7
2020-06-28,7,6,1,阴,27,6,Sta82-Sta164,7
2020-06-29,1,6,0,多云,27,4,Sta82-Sta164,7
2020-06-30,2,6,0,多云,28,5,Sta82-Sta164,7
2020-07-01,3,7,0,暴雨,24,0,Sta82-Sta164,7
2020-07-02,4,7,0,多云,27,2,Sta82-Sta164,7
2020-07-03,5,7,0,多云,27,4,Sta82-Sta164,7
2020-07-04,6,7,1,阵雨,25,5,Sta82-Sta164,7
2020-07-05,7,7,1,阴,26,4,Sta82-Sta164,7
2020-07-06,1,7,0,阴,26,4,Sta82-Sta164,7
2020-07-07,2,7,0,多云,28,5,Sta82-Sta164,7
2020-07-08,3,7,0,阵雨,28,5,Sta82-Sta164,7
2020-07-09,4,7,0,阵雨,27,4,Sta82-Sta164,7
2020-07-10,5,7,0,阵雨,23,6,Sta82-Sta164,7
2020-07-11,6,7,1,阴,25,3,Sta82-Sta164,7
2020-07-12,7,7,1,多云,26,2,Sta82-Sta164,7
2020-07-13,1,7,0,阵雨,26,5,Sta82-Sta164,7
2020-07-14,2,7,0,小雨,27,4,Sta82-Sta164,7
2020-07-15,3,7,0,大雨,25,6,Sta82-Sta164,7
2020-07-16,4,7,0,阵雨,25,4,Sta82-Sta164,7
2020-07-17,5,7,0,阴,28,0,Sta82-Sta164,7
2020-07-18,6,7,1,阵雨,27,0,Sta82-Sta164,7
2020-07-19,7,7,1,多云,27,0,Sta82-Sta164,7
