day,weekday,month,is_hoilday,weather,mean_temp,y,section,hour
2020-05-07,4,5,0,中雨,23,0,Sta106-Sta34,16
2020-05-08,5,5,0,阴,21,0,Sta106-Sta34,16
2020-05-09,6,5,1,多云,19,0,Sta106-Sta34,16
2020-05-10,7,5,1,多云,22,0,Sta106-Sta34,16
2020-05-11,1,5,0,多云,21,0,Sta106-Sta34,16
2020-05-12,2,5,0,阴,20,0,Sta106-Sta34,16
2020-05-13,3,5,0,多云,20,0,Sta106-Sta34,16
2020-05-14,4,5,0,多云,22,0,Sta106-Sta34,16
2020-05-15,5,5,0,多云,24,0,Sta106-Sta34,16
2020-05-16,6,5,1,多云,25,0,Sta106-Sta34,16
2020-05-17,7,5,1,晴,27,0,Sta106-Sta34,16
2020-05-18,1,5,0,多云,27,0,Sta106-Sta34,16
2020-05-19,2,5,0,多云,25,0,Sta106-Sta34,16
2020-05-20,3,5,0,多云,24,0,Sta106-Sta34,16
2020-05-21,4,5,0,小雨,22,0,Sta106-Sta34,16
2020-05-22,5,5,0,阴,25,0,Sta106-Sta34,16
2020-05-23,6,5,1,多云,25,0,Sta106-Sta34,16
2020-05-24,7,5,1,小雨,18,0,Sta106-Sta34,16
2020-05-25,1,5,0,阴,21,0,Sta106-Sta34,16
2020-05-26,2,5,0,阴,21,0,Sta106-Sta34,16
2020-05-27,3,5,0,阴,19,0,Sta106-Sta34,16
2020-05-28,4,5,0,多云,20,0,Sta106-Sta34,16
2020-05-29,5,5,0,晴,23,0,Sta106-Sta34,16
2020-05-30,6,5,1,多云,24,0,Sta106-Sta34,16
2020-05-31,7,5,1,多云,25,0,Sta106-Sta34,16
2020-06-01,1,6,0,阵雨,23,0,Sta106-Sta34,16
2020-06-02,2,6,0,多云,21,0,Sta106-Sta34,16
2020-06-03,3,6,0,多云,23,0,Sta106-Sta34,16
2020-06-04,4,6,0,多云,24,0,Sta106-Sta34,16
2020-06-05,5,6,0,多云,27,0,Sta106-Sta34,16
2020-06-06,6,6,1,阴,25,0,Sta106-Sta34,16
2020-06-07,7,6,1,阵雨,25,0,Sta106-Sta34,16
2020-06-08,1,6,1,阵雨,22,0,Sta106-Sta34,16
2020-06-09,2,6,1,多云,25,0,Sta106-Sta34,16
2020-06-10,3,6,0,多云,24,0,Sta106-Sta34,16
2020-06-11,4,6,0,阴,25,0,Sta106-Sta34,16
2020-06-12,5,6,0,阴,27,0,Sta106-Sta34,16
2020-06-13,6,6,1,阵雨,27,0,Sta106-Sta34,16
2020-06-14,7,6,1,多云,27,0,Sta106-Sta34,16
2020-06-15,1,6,0,多云,26,0,Sta106-Sta34,16
2020-06-16,2,6,0,小雨,24,0,Sta106-Sta34,16
2020-06-17,3,6,0,小雨,24,0,Sta106-Sta34,16
2020-06-18,4,6,0,多云,26,0,Sta106-Sta34,16
2020-06-19,5,6,0,多云,25,0,Sta106-Sta34,16
2020-06-20,6,6,1,阵雨,24,0,Sta106-Sta34,16
2020-06-21,7,6,1,阵雨,24,0,Sta106-Sta34,16
2020-06-22,1,6,0,阵雨,25,0,Sta106-Sta34,16
2020-06-23,2,6,0,阵雨,26,0,Sta106-Sta34,16
2020-06-24,3,6,0,晴,28,0,Sta106-Sta34,16
2020-06-25,4,6,0,多云,28,0,Sta106-Sta34,16
2020-06-26,5,6,0,阵雨,25,0,Sta106-Sta34,16
2020-06-27,6,6,1,阵雨,25,0,Sta106-Sta34,16
2020-06-28,7,6,1,阴,27,0,Sta106-Sta34,16
2020-06-29,1,6,0,多云,27,0,Sta106-Sta34,16
2020-06-30,2,6,0,多云,28,0,Sta106-Sta34,16
2020-07-01,3,7,0,暴雨,24,0,Sta106-Sta34,16
2020-07-02,4,7,0,多云,27,0,Sta106-Sta34,16
2020-07-03,5,7,0,多云,27,0,Sta106-Sta34,16
2020-07-04,6,7,1,阵雨,25,0,Sta106-Sta34,16
2020-07-05,7,7,1,阴,26,0,Sta106-Sta34,16
2020-07-06,1,7,0,阴,26,0,Sta106-Sta34,16
2020-07-07,2,7,0,多云,28,0,Sta106-Sta34,16
2020-07-08,3,7,0,阵雨,28,0,Sta106-Sta34,16
2020-07-09,4,7,0,阵雨,27,0,Sta106-Sta34,16
2020-07-10,5,7,0,阵雨,23,0,Sta106-Sta34,16
2020-07-11,6,7,1,阴,25,0,Sta106-Sta34,16
2020-07-12,7,7,1,多云,26,0,Sta106-Sta34,16
2020-07-13,1,7,0,阵雨,26,0,Sta106-Sta34,16
2020-07-14,2,7,0,小雨,27,0,Sta106-Sta34,16
2020-07-15,3,7,0,大雨,25,0,Sta106-Sta34,16
2020-07-16,4,7,0,阵雨,25,0,Sta106-Sta34,16
2020-07-17,5,7,0,阴,28,0,Sta106-Sta34,16
2020-07-18,6,7,1,阵雨,27,0,Sta106-Sta34,16
2020-07-19,7,7,1,多云,27,0,Sta106-Sta34,16
2020-07-20,1,7,0,阴,24,0,Sta106-Sta34,16
2020-07-21,2,7,0,阵雨,22,0,Sta106-Sta34,16
2020-07-22,3,7,0,阵雨,25,0,Sta106-Sta34,16
2020-07-23,4,7,0,阵雨,26,0,Sta106-Sta34,16
2020-05-01,5,5,1,多云,24,31,Sta34-Sta128,16
2020-05-02,6,5,1,晴,26,25,Sta34-Sta128,16
2020-05-03,7,5,1,多云,27,32,Sta34-Sta128,16
2020-05-04,1,5,1,多云,26,32,Sta34-Sta128,16
2020-05-05,2,5,0,多云,26,22,Sta34-Sta128,16
2020-05-06,3,5,0,多云,25,28,Sta34-Sta128,16
2020-05-07,4,5,0,中雨,23,30,Sta34-Sta128,16
2020-05-08,5,5,0,阴,21,28,Sta34-Sta128,16
2020-05-09,6,5,1,多云,19,33,Sta34-Sta128,16
2020-05-10,7,5,1,多云,22,17,Sta34-Sta128,16
2020-05-11,1,5,0,多云,21,20,Sta34-Sta128,16
2020-05-12,2,5,0,阴,20,23,Sta34-Sta128,16
2020-05-13,3,5,0,多云,20,27,Sta34-Sta128,16
2020-05-14,4,5,0,多云,22,39,Sta34-Sta128,16
2020-05-15,5,5,0,多云,24,27,Sta34-Sta128,16
2020-05-16,6,5,1,多云,25,28,Sta34-Sta128,16
2020-05-17,7,5,1,晴,27,23,Sta34-Sta128,16
2020-05-18,1,5,0,多云,27,28,Sta34-Sta128,16
2020-05-19,2,5,0,多云,25,27,Sta34-Sta128,16
2020-05-20,3,5,0,多云,24,28,Sta34-Sta128,16
2020-05-21,4,5,0,小雨,22,28,Sta34-Sta128,16
2020-05-22,5,5,0,阴,25,37,Sta34-Sta128,16
2020-05-23,6,5,1,多云,25,22,Sta34-Sta128,16
2020-05-24,7,5,1,小雨,18,29,Sta34-Sta128,16
2020-05-25,1,5,0,阴,21,33,Sta34-Sta128,16
2020-05-26,2,5,0,阴,21,36,Sta34-Sta128,16
2020-05-27,3,5,0,阴,19,31,Sta34-Sta128,16
2020-05-28,4,5,0,多云,20,30,Sta34-Sta128,16
2020-05-29,5,5,0,晴,23,41,Sta34-Sta128,16
2020-05-30,6,5,1,多云,24,29,Sta34-Sta128,16
2020-05-31,7,5,1,多云,25,25,Sta34-Sta128,16
2020-06-01,1,6,0,阵雨,23,33,Sta34-Sta128,16
2020-06-02,2,6,0,多云,21,21,Sta34-Sta128,16
2020-06-03,3,6,0,多云,23,39,Sta34-Sta128,16
2020-06-04,4,6,0,多云,24,40,Sta34-Sta128,16
2020-06-05,5,6,0,多云,27,32,Sta34-Sta128,16
2020-06-06,6,6,1,阴,25,36,Sta34-Sta128,16
2020-06-07,7,6,1,阵雨,25,27,Sta34-Sta128,16
2020-06-08,1,6,1,阵雨,22,35,Sta34-Sta128,16
2020-06-09,2,6,1,多云,25,48,Sta34-Sta128,16
2020-06-10,3,6,0,多云,24,30,Sta34-Sta128,16
2020-06-11,4,6,0,阴,25,22,Sta34-Sta128,16
2020-06-12,5,6,0,阴,27,46,Sta34-Sta128,16
2020-06-13,6,6,1,阵雨,27,35,Sta34-Sta128,16
2020-06-14,7,6,1,多云,27,26,Sta34-Sta128,16
2020-06-15,1,6,0,多云,26,31,Sta34-Sta128,16
2020-06-16,2,6,0,小雨,24,38,Sta34-Sta128,16
2020-06-17,3,6,0,小雨,24,22,Sta34-Sta128,16
2020-06-18,4,6,0,多云,26,21,Sta34-Sta128,16
2020-06-19,5,6,0,多云,25,39,Sta34-Sta128,16
2020-06-20,6,6,1,阵雨,24,22,Sta34-Sta128,16
2020-06-21,7,6,1,阵雨,24,37,Sta34-Sta128,16
2020-06-22,1,6,0,阵雨,25,27,Sta34-Sta128,16
2020-06-23,2,6,0,阵雨,26,30,Sta34-Sta128,16
2020-06-24,3,6,0,晴,28,29,Sta34-Sta128,16
2020-06-25,4,6,0,多云,28,38,Sta34-Sta128,16
2020-06-26,5,6,0,阵雨,25,24,Sta34-Sta128,16
2020-06-27,6,6,1,阵雨,25,38,Sta34-Sta128,16
2020-06-28,7,6,1,阴,27,31,Sta34-Sta128,16
2020-06-29,1,6,0,多云,27,35,Sta34-Sta128,16
2020-06-30,2,6,0,多云,28,28,Sta34-Sta128,16
2020-07-01,3,7,0,暴雨,24,19,Sta34-Sta128,16
2020-07-02,4,7,0,多云,27,26,Sta34-Sta128,16
2020-07-03,5,7,0,多云,27,30,Sta34-Sta128,16
2020-07-04,6,7,1,阵雨,25,22,Sta34-Sta128,16
2020-07-05,7,7,1,阴,26,38,Sta34-Sta128,16
2020-07-06,1,7,0,阴,26,35,Sta34-Sta128,16
2020-07-07,2,7,0,多云,28,29,Sta34-Sta128,16
2020-07-08,3,7,0,阵雨,28,34,Sta34-Sta128,16
2020-07-09,4,7,0,阵雨,27,33,Sta34-Sta128,16
2020-07-10,5,7,0,阵雨,23,27,Sta34-Sta128,16
2020-07-11,6,7,1,阴,25,36,Sta34-Sta128,16
2020-07-12,7,7,1,多云,26,35,Sta34-Sta128,16
2020-07-13,1,7,0,阵雨,26,40,Sta34-Sta128,16
2020-07-14,2,7,0,小雨,27,30,Sta34-Sta128,16
2020-07-15,3,7,0,大雨,25,31,Sta34-Sta128,16
2020-07-16,4,7,0,阵雨,25,34,Sta34-Sta128,16
2020-07-17,5,7,0,阴,28,0,Sta34-Sta128,16
2020-07-18,6,7,1,阵雨,27,0,Sta34-Sta128,16
2020-07-19,7,7,1,多云,27,0,Sta34-Sta128,16
2020-07-20,1,7,0,阴,24,0,Sta34-Sta128,16
2020-07-21,2,7,0,阵雨,22,0,Sta34-Sta128,16
2020-07-22,3,7,0,阵雨,25,0,Sta34-Sta128,16
2020-07-23,4,7,0,阵雨,26,0,Sta34-Sta128,16
2020-05-01,5,5,1,多云,24,29,Sta128-Sta74,16
2020-05-02,6,5,1,晴,26,25,Sta128-Sta74,16
2020-05-03,7,5,1,多云,27,32,Sta128-Sta74,16
2020-05-04,1,5,1,多云,26,33,Sta128-Sta74,16
2020-05-05,2,5,0,多云,26,22,Sta128-Sta74,16
2020-05-06,3,5,0,多云,25,28,Sta128-Sta74,16
2020-05-07,4,5,0,中雨,23,34,Sta128-Sta74,16
2020-05-08,5,5,0,阴,21,28,Sta128-Sta74,16
2020-05-09,6,5,1,多云,19,34,Sta128-Sta74,16
2020-05-10,7,5,1,多云,22,18,Sta128-Sta74,16
2020-05-11,1,5,0,多云,21,22,Sta128-Sta74,16
2020-05-12,2,5,0,阴,20,23,Sta128-Sta74,16
2020-05-13,3,5,0,多云,20,28,Sta128-Sta74,16
2020-05-14,4,5,0,多云,22,39,Sta128-Sta74,16
2020-05-15,5,5,0,多云,24,26,Sta128-Sta74,16
2020-05-16,6,5,1,多云,25,28,Sta128-Sta74,16
2020-05-17,7,5,1,晴,27,24,Sta128-Sta74,16
2020-05-18,1,5,0,多云,27,30,Sta128-Sta74,16
2020-05-19,2,5,0,多云,25,25,Sta128-Sta74,16
2020-05-20,3,5,0,多云,24,28,Sta128-Sta74,16
2020-05-21,4,5,0,小雨,22,29,Sta128-Sta74,16
2020-05-22,5,5,0,阴,25,36,Sta128-Sta74,16
2020-05-23,6,5,1,多云,25,23,Sta128-Sta74,16
2020-05-24,7,5,1,小雨,18,28,Sta128-Sta74,16
2020-05-25,1,5,0,阴,21,38,Sta128-Sta74,16
2020-05-26,2,5,0,阴,21,35,Sta128-Sta74,16
2020-05-27,3,5,0,阴,19,31,Sta128-Sta74,16
2020-05-28,4,5,0,多云,20,28,Sta128-Sta74,16
2020-05-29,5,5,0,晴,23,43,Sta128-Sta74,16
2020-05-30,6,5,1,多云,24,30,Sta128-Sta74,16
2020-05-31,7,5,1,多云,25,26,Sta128-Sta74,16
2020-06-01,1,6,0,阵雨,23,33,Sta128-Sta74,16
2020-06-02,2,6,0,多云,21,23,Sta128-Sta74,16
2020-06-03,3,6,0,多云,23,41,Sta128-Sta74,16
2020-06-04,4,6,0,多云,24,40,Sta128-Sta74,16
2020-06-05,5,6,0,多云,27,32,Sta128-Sta74,16
2020-06-06,6,6,1,阴,25,39,Sta128-Sta74,16
2020-06-07,7,6,1,阵雨,25,29,Sta128-Sta74,16
2020-06-08,1,6,1,阵雨,22,35,Sta128-Sta74,16
2020-06-09,2,6,1,多云,25,49,Sta128-Sta74,16
2020-06-10,3,6,0,多云,24,30,Sta128-Sta74,16
2020-06-11,4,6,0,阴,25,24,Sta128-Sta74,16
2020-06-12,5,6,0,阴,27,46,Sta128-Sta74,16
2020-06-13,6,6,1,阵雨,27,35,Sta128-Sta74,16
2020-06-14,7,6,1,多云,27,27,Sta128-Sta74,16
2020-06-15,1,6,0,多云,26,32,Sta128-Sta74,16
2020-06-16,2,6,0,小雨,24,39,Sta128-Sta74,16
2020-06-17,3,6,0,小雨,24,24,Sta128-Sta74,16
2020-06-18,4,6,0,多云,26,21,Sta128-Sta74,16
2020-06-19,5,6,0,多云,25,39,Sta128-Sta74,16
2020-06-20,6,6,1,阵雨,24,25,Sta128-Sta74,16
2020-06-21,7,6,1,阵雨,24,37,Sta128-Sta74,16
2020-06-22,1,6,0,阵雨,25,27,Sta128-Sta74,16
2020-06-23,2,6,0,阵雨,26,30,Sta128-Sta74,16
2020-06-24,3,6,0,晴,28,30,Sta128-Sta74,16
2020-06-25,4,6,0,多云,28,39,Sta128-Sta74,16
2020-06-26,5,6,0,阵雨,25,25,Sta128-Sta74,16
2020-06-27,6,6,1,阵雨,25,40,Sta128-Sta74,16
2020-06-28,7,6,1,阴,27,31,Sta128-Sta74,16
2020-06-29,1,6,0,多云,27,33,Sta128-Sta74,16
2020-06-30,2,6,0,多云,28,31,Sta128-Sta74,16
2020-07-01,3,7,0,暴雨,24,22,Sta128-Sta74,16
2020-07-02,4,7,0,多云,27,27,Sta128-Sta74,16
2020-07-03,5,7,0,多云,27,30,Sta128-Sta74,16
2020-07-04,6,7,1,阵雨,25,24,Sta128-Sta74,16
2020-07-05,7,7,1,阴,26,39,Sta128-Sta74,16
2020-07-06,1,7,0,阴,26,38,Sta128-Sta74,16
2020-07-07,2,7,0,多云,28,30,Sta128-Sta74,16
2020-07-08,3,7,0,阵雨,28,36,Sta128-Sta74,16
2020-07-09,4,7,0,阵雨,27,35,Sta128-Sta74,16
2020-07-10,5,7,0,阵雨,23,27,Sta128-Sta74,16
2020-07-11,6,7,1,阴,25,35,Sta128-Sta74,16
2020-07-12,7,7,1,多云,26,34,Sta128-Sta74,16
2020-07-13,1,7,0,阵雨,26,41,Sta128-Sta74,16
2020-07-14,2,7,0,小雨,27,31,Sta128-Sta74,16
2020-07-15,3,7,0,大雨,25,30,Sta128-Sta74,16
2020-07-16,4,7,0,阵雨,25,35,Sta128-Sta74,16
2020-07-17,5,7,0,阴,28,0,Sta128-Sta74,16
2020-07-18,6,7,1,阵雨,27,0,Sta128-Sta74,16
2020-07-19,7,7,1,多云,27,0,Sta128-Sta74,16
2020-07-20,1,7,0,阴,24,0,Sta128-Sta74,16
2020-07-21,2,7,0,阵雨,22,0,Sta128-Sta74,16
2020-07-22,3,7,0,阵雨,25,0,Sta128-Sta74,16
2020-07-23,4,7,0,阵雨,26,0,Sta128-Sta74,16
2020-05-01,5,5,1,多云,24,28,Sta74-Sta149,16
2020-05-02,6,5,1,晴,26,31,Sta74-Sta149,16
2020-05-03,7,5,1,多云,27,28,Sta74-Sta149,16
2020-05-04,1,5,1,多云,26,40,Sta74-Sta149,16
2020-05-05,2,5,0,多云,26,24,Sta74-Sta149,16
2020-05-06,3,5,0,多云,25,34,Sta74-Sta149,16
2020-05-07,4,5,0,中雨,23,39,Sta74-Sta149,16
2020-05-08,5,5,0,阴,21,30,Sta74-Sta149,16
2020-05-09,6,5,1,多云,19,37,Sta74-Sta149,16
2020-05-10,7,5,1,多云,22,23,Sta74-Sta149,16
2020-05-11,1,5,0,多云,21,35,Sta74-Sta149,16
2020-05-12,2,5,0,阴,20,29,Sta74-Sta149,16
2020-05-13,3,5,0,多云,20,35,Sta74-Sta149,16
2020-05-14,4,5,0,多云,22,46,Sta74-Sta149,16
2020-05-15,5,5,0,多云,24,29,Sta74-Sta149,16
2020-05-16,6,5,1,多云,25,34,Sta74-Sta149,16
2020-05-17,7,5,1,晴,27,26,Sta74-Sta149,16
2020-05-18,1,5,0,多云,27,36,Sta74-Sta149,16
2020-05-19,2,5,0,多云,25,26,Sta74-Sta149,16
2020-05-20,3,5,0,多云,24,33,Sta74-Sta149,16
2020-05-21,4,5,0,小雨,22,36,Sta74-Sta149,16
2020-05-22,5,5,0,阴,25,45,Sta74-Sta149,16
2020-05-23,6,5,1,多云,25,24,Sta74-Sta149,16
2020-05-24,7,5,1,小雨,18,30,Sta74-Sta149,16
2020-05-25,1,5,0,阴,21,40,Sta74-Sta149,16
2020-05-26,2,5,0,阴,21,39,Sta74-Sta149,16
2020-05-27,3,5,0,阴,19,30,Sta74-Sta149,16
2020-05-28,4,5,0,多云,20,28,Sta74-Sta149,16
2020-05-29,5,5,0,晴,23,37,Sta74-Sta149,16
2020-05-30,6,5,1,多云,24,31,Sta74-Sta149,16
2020-05-31,7,5,1,多云,25,21,Sta74-Sta149,16
2020-06-01,1,6,0,阵雨,23,32,Sta74-Sta149,16
2020-06-02,2,6,0,多云,21,24,Sta74-Sta149,16
2020-06-03,3,6,0,多云,23,43,Sta74-Sta149,16
2020-06-04,4,6,0,多云,24,42,Sta74-Sta149,16
2020-06-05,5,6,0,多云,27,35,Sta74-Sta149,16
2020-06-06,6,6,1,阴,25,43,Sta74-Sta149,16
2020-06-07,7,6,1,阵雨,25,35,Sta74-Sta149,16
2020-06-08,1,6,1,阵雨,22,41,Sta74-Sta149,16
2020-06-09,2,6,1,多云,25,55,Sta74-Sta149,16
2020-06-10,3,6,0,多云,24,31,Sta74-Sta149,16
2020-06-11,4,6,0,阴,25,29,Sta74-Sta149,16
2020-06-12,5,6,0,阴,27,54,Sta74-Sta149,16
2020-06-13,6,6,1,阵雨,27,35,Sta74-Sta149,16
2020-06-14,7,6,1,多云,27,28,Sta74-Sta149,16
2020-06-15,1,6,0,多云,26,41,Sta74-Sta149,16
2020-06-16,2,6,0,小雨,24,44,Sta74-Sta149,16
2020-06-17,3,6,0,小雨,24,30,Sta74-Sta149,16
2020-06-18,4,6,0,多云,26,28,Sta74-Sta149,16
2020-06-19,5,6,0,多云,25,42,Sta74-Sta149,16
2020-06-20,6,6,1,阵雨,24,27,Sta74-Sta149,16
2020-06-21,7,6,1,阵雨,24,40,Sta74-Sta149,16
2020-06-22,1,6,0,阵雨,25,35,Sta74-Sta149,16
2020-06-23,2,6,0,阵雨,26,33,Sta74-Sta149,16
2020-06-24,3,6,0,晴,28,38,Sta74-Sta149,16
2020-06-25,4,6,0,多云,28,44,Sta74-Sta149,16
2020-06-26,5,6,0,阵雨,25,30,Sta74-Sta149,16
2020-06-27,6,6,1,阵雨,25,43,Sta74-Sta149,16
2020-06-28,7,6,1,阴,27,34,Sta74-Sta149,16
2020-06-29,1,6,0,多云,27,42,Sta74-Sta149,16
2020-06-30,2,6,0,多云,28,35,Sta74-Sta149,16
2020-07-01,3,7,0,暴雨,24,25,Sta74-Sta149,16
2020-07-02,4,7,0,多云,27,28,Sta74-Sta149,16
2020-07-03,5,7,0,多云,27,35,Sta74-Sta149,16
2020-07-04,6,7,1,阵雨,25,27,Sta74-Sta149,16
2020-07-05,7,7,1,阴,26,32,Sta74-Sta149,16
2020-07-06,1,7,0,阴,26,38,Sta74-Sta149,16
2020-07-07,2,7,0,多云,28,39,Sta74-Sta149,16
2020-07-08,3,7,0,阵雨,28,39,Sta74-Sta149,16
2020-07-09,4,7,0,阵雨,27,40,Sta74-Sta149,16
2020-07-10,5,7,0,阵雨,23,33,Sta74-Sta149,16
2020-07-11,6,7,1,阴,25,36,Sta74-Sta149,16
2020-07-12,7,7,1,多云,26,32,Sta74-Sta149,16
2020-07-13,1,7,0,阵雨,26,44,Sta74-Sta149,16
2020-07-14,2,7,0,小雨,27,34,Sta74-Sta149,16
2020-07-15,3,7,0,大雨,25,32,Sta74-Sta149,16
2020-07-16,4,7,0,阵雨,25,38,Sta74-Sta149,16
2020-07-17,5,7,0,阴,28,0,Sta74-Sta149,16
2020-07-18,6,7,1,阵雨,27,0,Sta74-Sta149,16
2020-07-19,7,7,1,多云,27,0,Sta74-Sta149,16
2020-07-20,1,7,0,阴,24,0,Sta74-Sta149,16
2020-07-21,2,7,0,阵雨,22,0,Sta74-Sta149,16
2020-07-22,3,7,0,阵雨,25,0,Sta74-Sta149,16
2020-07-23,4,7,0,阵雨,26,0,Sta74-Sta149,16
2020-05-01,5,5,1,多云,24,31,Sta149-Sta113,16
2020-05-02,6,5,1,晴,26,29,Sta149-Sta113,16
2020-05-03,7,5,1,多云,27,30,Sta149-Sta113,16
2020-05-04,1,5,1,多云,26,37,Sta149-Sta113,16
2020-05-05,2,5,0,多云,26,24,Sta149-Sta113,16
2020-05-06,3,5,0,多云,25,33,Sta149-Sta113,16
2020-05-07,4,5,0,中雨,23,39,Sta149-Sta113,16
2020-05-08,5,5,0,阴,21,33,Sta149-Sta113,16
2020-05-09,6,5,1,多云,19,41,Sta149-Sta113,16
2020-05-10,7,5,1,多云,22,24,Sta149-Sta113,16
2020-05-11,1,5,0,多云,21,37,Sta149-Sta113,16
2020-05-12,2,5,0,阴,20,32,Sta149-Sta113,16
2020-05-13,3,5,0,多云,20,33,Sta149-Sta113,16
2020-05-14,4,5,0,多云,22,45,Sta149-Sta113,16
2020-05-15,5,5,0,多云,24,29,Sta149-Sta113,16
2020-05-16,6,5,1,多云,25,36,Sta149-Sta113,16
2020-05-17,7,5,1,晴,27,25,Sta149-Sta113,16
2020-05-18,1,5,0,多云,27,37,Sta149-Sta113,16
2020-05-19,2,5,0,多云,25,30,Sta149-Sta113,16
2020-05-20,3,5,0,多云,24,31,Sta149-Sta113,16
2020-05-21,4,5,0,小雨,22,38,Sta149-Sta113,16
2020-05-22,5,5,0,阴,25,45,Sta149-Sta113,16
2020-05-23,6,5,1,多云,25,23,Sta149-Sta113,16
2020-05-24,7,5,1,小雨,18,32,Sta149-Sta113,16
2020-05-25,1,5,0,阴,21,36,Sta149-Sta113,16
2020-05-26,2,5,0,阴,21,39,Sta149-Sta113,16
2020-05-27,3,5,0,阴,19,31,Sta149-Sta113,16
2020-05-28,4,5,0,多云,20,30,Sta149-Sta113,16
2020-05-29,5,5,0,晴,23,37,Sta149-Sta113,16
2020-05-30,6,5,1,多云,24,33,Sta149-Sta113,16
2020-05-31,7,5,1,多云,25,19,Sta149-Sta113,16
2020-06-01,1,6,0,阵雨,23,29,Sta149-Sta113,16
2020-06-02,2,6,0,多云,21,22,Sta149-Sta113,16
2020-06-03,3,6,0,多云,23,42,Sta149-Sta113,16
2020-06-04,4,6,0,多云,24,37,Sta149-Sta113,16
2020-06-05,5,6,0,多云,27,35,Sta149-Sta113,16
2020-06-06,6,6,1,阴,25,43,Sta149-Sta113,16
2020-06-07,7,6,1,阵雨,25,32,Sta149-Sta113,16
2020-06-08,1,6,1,阵雨,22,41,Sta149-Sta113,16
2020-06-09,2,6,1,多云,25,55,Sta149-Sta113,16
2020-06-10,3,6,0,多云,24,32,Sta149-Sta113,16
2020-06-11,4,6,0,阴,25,28,Sta149-Sta113,16
2020-06-12,5,6,0,阴,27,56,Sta149-Sta113,16
2020-06-13,6,6,1,阵雨,27,35,Sta149-Sta113,16
2020-06-14,7,6,1,多云,27,26,Sta149-Sta113,16
2020-06-15,1,6,0,多云,26,37,Sta149-Sta113,16
2020-06-16,2,6,0,小雨,24,44,Sta149-Sta113,16
2020-06-17,3,6,0,小雨,24,35,Sta149-Sta113,16
2020-06-18,4,6,0,多云,26,31,Sta149-Sta113,16
2020-06-19,5,6,0,多云,25,44,Sta149-Sta113,16
2020-06-20,6,6,1,阵雨,24,30,Sta149-Sta113,16
2020-06-21,7,6,1,阵雨,24,45,Sta149-Sta113,16
2020-06-22,1,6,0,阵雨,25,34,Sta149-Sta113,16
2020-06-23,2,6,0,阵雨,26,32,Sta149-Sta113,16
2020-06-24,3,6,0,晴,28,39,Sta149-Sta113,16
2020-06-25,4,6,0,多云,28,46,Sta149-Sta113,16
2020-06-26,5,6,0,阵雨,25,32,Sta149-Sta113,16
2020-06-27,6,6,1,阵雨,25,44,Sta149-Sta113,16
2020-06-28,7,6,1,阴,27,38,Sta149-Sta113,16
2020-06-29,1,6,0,多云,27,46,Sta149-Sta113,16
2020-06-30,2,6,0,多云,28,32,Sta149-Sta113,16
2020-07-01,3,7,0,暴雨,24,23,Sta149-Sta113,16
2020-07-02,4,7,0,多云,27,30,Sta149-Sta113,16
2020-07-03,5,7,0,多云,27,30,Sta149-Sta113,16
2020-07-04,6,7,1,阵雨,25,29,Sta149-Sta113,16
2020-07-05,7,7,1,阴,26,30,Sta149-Sta113,16
2020-07-06,1,7,0,阴,26,35,Sta149-Sta113,16
2020-07-07,2,7,0,多云,28,38,Sta149-Sta113,16
2020-07-08,3,7,0,阵雨,28,42,Sta149-Sta113,16
2020-07-09,4,7,0,阵雨,27,41,Sta149-Sta113,16
2020-07-10,5,7,0,阵雨,23,34,Sta149-Sta113,16
2020-07-11,6,7,1,阴,25,31,Sta149-Sta113,16
2020-07-12,7,7,1,多云,26,33,Sta149-Sta113,16
2020-07-13,1,7,0,阵雨,26,40,Sta149-Sta113,16
2020-07-14,2,7,0,小雨,27,35,Sta149-Sta113,16
2020-07-15,3,7,0,大雨,25,34,Sta149-Sta113,16
2020-07-16,4,7,0,阵雨,25,41,Sta149-Sta113,16
2020-07-17,5,7,0,阴,28,0,Sta149-Sta113,16
2020-07-18,6,7,1,阵雨,27,0,Sta149-Sta113,16
2020-07-19,7,7,1,多云,27,0,Sta149-Sta113,16
2020-07-20,1,7,0,阴,24,0,Sta149-Sta113,16
2020-07-21,2,7,0,阵雨,22,0,Sta149-Sta113,16
2020-07-22,3,7,0,阵雨,25,0,Sta149-Sta113,16
2020-07-23,4,7,0,阵雨,26,0,Sta149-Sta113,16
2020-05-01,5,5,1,多云,24,60,Sta113-Sta49,16
2020-05-02,6,5,1,晴,26,56,Sta113-Sta49,16
2020-05-03,7,5,1,多云,27,71,Sta113-Sta49,16
2020-05-04,1,5,1,多云,26,101,Sta113-Sta49,16
2020-05-05,2,5,0,多云,26,72,Sta113-Sta49,16
2020-05-06,3,5,0,多云,25,92,Sta113-Sta49,16
2020-05-07,4,5,0,中雨,23,95,Sta113-Sta49,16
2020-05-08,5,5,0,阴,21,95,Sta113-Sta49,16
2020-05-09,6,5,1,多云,19,104,Sta113-Sta49,16
2020-05-10,7,5,1,多云,22,66,Sta113-Sta49,16
2020-05-11,1,5,0,多云,21,87,Sta113-Sta49,16
2020-05-12,2,5,0,阴,20,106,Sta113-Sta49,16
2020-05-13,3,5,0,多云,20,99,Sta113-Sta49,16
2020-05-14,4,5,0,多云,22,102,Sta113-Sta49,16
